BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460356.554601,1.00088,0.00240,1.2905,1.84,0.41,4.96,25629
2460356.554706,1.00076,0.00240,1.2911,1.10,-0.43,5.80,20350
2460356.554811,1.00052,0.00240,1.2917,1.04,-1.07,6.14,23635
2460356.554916,1.00266,0.00241,1.2923,2.00,-0.99,5.64,24159
2460356.555022,0.99876,0.00240,1.2929,2.98,-0.55,5.83,22286
2460356.555127,1.00450,0.00241,1.2935,3.60,-0.67,6.15,23153
2460356.555232,1.00016,0.00240,1.2941,3.56,-0.03,5.58,23206
2460356.555337,1.00741,0.00242,1.2947,2.13,-0.00,6.60,17091
2460356.555442,1.00067,0.00241,1.2953,1.00,0.20,5.88,21022
2460356.555548,1.00095,0.00241,1.2959,-0.09,0.56,5.88,18730
2460356.555653,0.99612,0.00240,1.2965,-2.02,0.51,5.66,20412
2460356.555757,0.99871,0.00240,1.2971,-3.53,0.55,5.53,25002
2460356.555863,1.00079,0.00241,1.2977,-5.16,0.94,5.49,23278
2460356.555968,0.99830,0.00241,1.2983,-2.19,-0.41,7.10,15634
2460356.556072,1.00031,0.00241,1.2989,0.43,-0.37,5.46,24802
2460356.556177,1.00589,0.00241,1.2995,1.83,-0.40,5.13,24388
2460356.556283,1.00345,0.00242,1.3002,1.39,0.07,5.61,21769
2460356.556388,1.00055,0.00241,1.3008,0.66,0.52,5.16,22679
2460356.556493,1.00557,0.00242,1.3014,1.00,0.96,5.80,21151
2460356.556598,1.00459,0.00242,1.3020,0.32,-0.47,5.66,20983
2460356.556704,0.99744,0.00240,1.3026,0.66,-0.68,5.30,23302
2460356.556809,1.00487,0.00242,1.3033,1.35,-0.86,5.47,22884
2460356.556914,0.99815,0.00241,1.3039,2.06,-0.89,5.49,22793
2460356.557019,1.00187,0.00241,1.3045,2.62,-0.53,5.83,23551
2460356.557125,1.00030,0.00241,1.3051,2.87,-0.84,5.42,21570
2460356.557230,1.00117,0.00242,1.3058,1.64,-0.41,5.96,18773
2460356.557335,1.00122,0.00241,1.3064,1.18,-0.22,5.48,23365
2460356.557440,0.99932,0.00241,1.3070,0.81,0.33,5.37,25692
2460356.557545,0.99840,0.00241,1.3076,-0.15,0.52,5.40,21583
2460356.557650,0.99821,0.00241,1.3083,-2.18,0.77,5.74,18088
2460356.557755,0.99790,0.00241,1.3089,-3.75,0.64,5.59,21501
2460356.557860,1.00079,0.00242,1.3095,-2.88,0.01,6.11,16375
2460356.557965,0.99986,0.00242,1.3101,-0.93,-0.44,5.56,23247
2460356.558070,0.99806,0.00241,1.3108,0.67,-0.11,5.76,26403
2460356.558175,0.99978,0.00242,1.3114,0.92,-0.05,5.03,25518
2460356.558280,1.00425,0.00242,1.3120,1.03,-0.10,5.74,22242
2460356.558386,1.00200,0.00243,1.3127,1.01,0.69,5.67,19616
2460356.558491,1.00066,0.00242,1.3133,0.42,-0.14,5.54,22374
2460356.558596,1.00474,0.00243,1.3139,0.29,-0.81,5.65,22555
2460356.558701,0.99861,0.00242,1.3146,0.93,-0.54,5.58,23180
2460356.558806,1.00124,0.00243,1.3152,1.72,-0.43,5.54,21446
2460356.558911,1.00016,0.00242,1.3159,2.28,-0.21,5.79,20885
2460356.559016,1.00124,0.00242,1.3164,1.98,0.21,5.36,24843
2460356.559122,0.99782,0.00242,1.3172,0.93,-0.39,6.40,18686
2460356.559227,1.00322,0.00244,1.3178,0.12,-0.54,6.00,18454
2460356.559332,1.00327,0.00243,1.3184,0.70,-0.31,5.65,20799
2460356.559437,1.00287,0.00243,1.3191,0.26,-0.14,5.38,22550
2460356.559542,1.00106,0.00243,1.3197,-1.22,0.10,5.54,22536
2460356.559647,1.00020,0.00243,1.3203,-3.14,-0.04,5.21,21842
2460356.559752,1.00104,0.00243,1.3210,-2.64,-0.15,6.02,19910
2460356.559857,1.00061,0.00242,1.3217,-1.78,-0.06,5.72,21591
2460356.559963,0.99960,0.00242,1.3223,-0.99,-0.10,5.58,23062
2460356.560068,1.00161,0.00243,1.3230,-0.54,0.18,5.27,21710
2460356.560173,0.99754,0.00242,1.3236,-0.35,0.42,5.10,24927
2460356.560278,0.99747,0.00242,1.3243,-0.34,1.02,5.42,22838
2460356.560384,1.00047,0.00243,1.3249,-0.60,-0.17,5.94,20795
2460356.560489,1.00536,0.00244,1.3255,-0.70,-0.79,5.62,20006
2460356.560594,1.00033,0.00243,1.3262,-1.12,-0.51,5.02,26197
2460356.560699,1.00118,0.00243,1.3269,0.11,-0.21,5.12,25503
2460356.560805,0.99915,0.00243,1.3276,0.40,-0.72,5.69,25506
2460356.560910,0.99438,0.00242,1.3282,0.35,0.14,5.34,24350
2460356.561015,1.00180,0.00243,1.3288,0.48,0.35,5.31,24564
2460356.561120,1.00533,0.00244,1.3295,0.80,0.43,5.67,23356
2460356.561225,0.99800,0.00243,1.3302,1.54,0.72,5.11,23178
2460356.561331,1.00249,0.00244,1.3309,1.45,0.88,5.91,19121
2460356.561436,1.00062,0.00245,1.3315,0.21,1.33,5.42,17605
2460356.561541,0.99798,0.00244,1.3321,-1.17,1.11,6.12,18282
2460356.561646,0.99947,0.00243,1.3329,-2.23,0.01,6.31,17365
2460356.561752,0.99793,0.00243,1.3335,-2.92,-0.07,5.51,20550
2460356.561857,0.99602,0.00243,1.3342,-2.60,-0.25,6.03,19029
2460356.561962,1.00267,0.00244,1.3349,-1.45,-0.17,5.13,23457
2460356.562067,1.00036,0.00244,1.3356,-2.18,0.09,5.74,19891
2460356.562173,0.99759,0.00244,1.3362,-2.43,-0.11,5.89,21685
2460356.562278,1.00512,0.00245,1.3369,-2.30,0.53,5.79,20123
2460356.562382,1.00290,0.00245,1.3376,-1.82,0.54,5.64,21840
2460356.562487,0.99796,0.00244,1.3382,-2.54,0.35,6.00,18432
2460356.562592,0.99763,0.00244,1.3389,-2.52,1.18,5.77,21361
2460356.562698,0.99802,0.00243,1.3396,-1.90,1.23,5.49,21826
2460356.562803,0.99904,0.00244,1.3403,-1.74,1.37,5.48,22818
2460356.562908,1.00120,0.00244,1.3410,-0.14,-0.24,5.67,18407
2460356.563013,0.99871,0.00243,1.3416,-0.02,-0.47,5.25,22804
2460356.563118,0.99982,0.00244,1.3423,0.56,-0.66,5.76,20263
2460356.563223,0.99778,0.00244,1.3430,1.46,-0.56,5.43,24286
2460356.563329,0.99409,0.00243,1.3437,1.99,-0.11,5.03,27223
2460356.563434,0.99757,0.00244,1.3443,0.72,-0.24,5.46,23627
2460356.563539,1.00110,0.00244,1.3451,-0.75,0.28,5.75,20463
2460356.563644,1.00306,0.00246,1.3458,-3.17,0.48,5.27,19644
2460356.563750,0.99953,0.00245,1.3465,-2.75,0.75,5.01,22784
2460356.563855,1.00208,0.00246,1.3471,-1.76,1.10,5.98,18307
2460356.563960,1.00156,0.00245,1.3478,-0.55,0.84,5.32,23070
2460356.564065,0.99987,0.00245,1.3485,-0.67,1.41,5.58,21296
2460356.564170,1.00323,0.00246,1.3492,-0.57,-0.15,6.20,16848
2460356.564275,1.00173,0.00245,1.3499,-1.14,-0.34,5.14,22627
2460356.564380,0.99518,0.00244,1.3505,-0.75,0.10,5.18,21660
2460356.564485,1.00014,0.00245,1.3512,-0.63,-0.33,5.26,24052
2460356.564590,1.00080,0.00245,1.3519,0.62,0.24,5.13,23226
2460356.564696,0.99698,0.00244,1.3527,1.54,0.30,5.21,24265
2460356.564801,0.99587,0.00244,1.3533,1.36,-0.05,5.82,22123
2460356.564906,1.00238,0.00246,1.3540,1.12,-0.73,5.40,23389
2460356.565011,0.99602,0.00245,1.3548,0.82,-0.41,5.27,21034
2460356.565116,1.00365,0.00246,1.3555,2.14,0.23,5.48,19526
2460356.565221,1.00139,0.00245,1.3562,2.54,-0.32,4.89,28112
2460356.565326,0.99743,0.00245,1.3568,2.31,-0.10,5.25,23485
2460356.565431,0.99776,0.00244,1.3575,-0.81,-0.43,6.63,17928
2460356.565536,0.99705,0.00245,1.3583,-3.70,-0.42,5.51,24386
2460356.565641,1.00147,0.00246,1.3590,-4.37,-0.79,5.59,20945
2460356.565746,0.99933,0.00246,1.3597,-4.22,-0.26,5.42,23080
2460356.565851,0.99842,0.00245,1.3604,-2.65,-0.09,5.32,24293
2460356.565957,0.99796,0.00245,1.3611,-1.40,0.20,5.17,25286
2460356.566062,1.00314,0.00246,1.3619,-0.70,-0.25,5.08,24261
2460356.566167,0.99764,0.00245,1.3625,-0.39,-0.17,5.21,26397
2460356.566272,1.00007,0.00245,1.3632,-0.04,-0.31,4.90,23940
2460356.566378,1.00260,0.00246,1.3640,-0.04,-0.12,5.34,23936
2460356.566483,1.00480,0.00246,1.3647,1.04,0.50,5.27,25750
2460356.566588,0.99987,0.00246,1.3654,2.04,0.58,5.57,20420
2460356.566693,1.00107,0.00247,1.3661,1.85,-0.52,6.28,17690
2460356.566799,0.99851,0.00246,1.3668,2.03,-0.93,5.40,21743
2460356.566903,1.00069,0.00247,1.3676,2.34,-0.96,5.46,21955
2460356.567009,1.00306,0.00247,1.3683,2.63,-0.56,5.51,20095
2460356.567114,0.99798,0.00246,1.3690,3.11,-0.54,5.40,22731
2460356.567219,0.99647,0.00245,1.3697,2.96,-0.27,5.27,24932
2460356.567324,0.99898,0.00246,1.3705,0.07,0.21,6.45,18990
2460356.567429,1.00208,0.00246,1.3712,-3.07,0.22,4.86,24827
2460356.567534,1.00097,0.00246,1.3720,-4.13,0.41,5.06,23255
2460356.567639,1.00189,0.00247,1.3727,-5.33,0.63,5.93,21474
2460356.567744,0.99749,0.00246,1.3735,-4.54,0.61,5.81,21331
2460356.567849,0.99608,0.00246,1.3741,-3.34,1.16,5.68,19579
2460356.567954,0.99953,0.00246,1.3749,-1.28,-0.11,6.62,16179
2460356.568059,1.00175,0.00247,1.3756,0.16,-0.81,5.63,21588
2460356.568164,0.99593,0.00246,1.3763,0.27,-0.70,5.46,24774
2460356.568269,1.00031,0.00247,1.3771,0.45,-0.38,5.37,23704
2460356.568375,0.99958,0.00247,1.3778,-0.56,0.45,5.46,23299
2460356.568480,1.00101,0.00247,1.3785,-0.05,0.60,5.40,23671
2460356.568585,0.99634,0.00246,1.3793,0.78,-0.42,5.33,22063
2460356.568690,1.00193,0.00247,1.3800,1.26,-0.53,5.62,22957
2460356.568795,1.00216,0.00247,1.3808,0.81,-0.31,5.03,25463
2460356.568901,0.99789,0.00246,1.3815,0.70,0.03,4.75,27125
2460356.569006,1.00030,0.00247,1.3823,1.17,0.14,5.59,20074
2460356.569111,0.99742,0.00247,1.3830,1.71,0.07,5.12,22005
2460356.569216,1.00189,0.00248,1.3838,0.59,0.03,6.54,17042
2460356.569321,1.00274,0.00248,1.3845,-1.90,-0.76,5.32,23229
2460356.569427,0.99784,0.00247,1.3853,-3.22,-0.32,5.39,22949
2460356.569532,0.99967,0.00247,1.3860,-4.55,0.06,5.46,23012
2460356.569637,0.99619,0.00247,1.3868,-4.45,0.46,5.33,22622
2460356.569742,1.00739,0.00249,1.3875,-3.39,0.34,4.92,23611
2460356.569847,1.00233,0.00248,1.3883,-1.03,0.23,6.21,18156
2460356.569951,0.99905,0.00248,1.3890,-0.33,-0.80,5.28,23679
2460356.570056,1.00396,0.00248,1.3898,-0.42,-0.36,5.39,24558
2460356.570161,0.99664,0.00247,1.3906,-1.13,-0.01,5.20,25616
2460356.570267,0.99693,0.00247,1.3913,-2.09,0.48,5.26,23686
2460356.570372,0.99721,0.00248,1.3921,-2.18,0.86,5.98,23189
2460356.570477,0.99931,0.00248,1.3929,-0.59,-0.65,5.83,17736
2460356.570582,0.99872,0.00248,1.3936,0.78,-0.86,5.14,25016
2460356.570688,1.00009,0.00248,1.3944,0.59,-0.86,5.09,24423
2460356.570793,0.99694,0.00247,1.3951,-0.34,-0.88,5.31,26213
2460356.570898,1.00781,0.00250,1.3959,-0.05,-0.42,5.15,23177
2460356.571003,0.99789,0.00248,1.3967,1.07,-0.06,4.58,28604
2460356.571108,0.99848,0.00248,1.3975,0.94,-0.25,5.37,23187
2460356.571212,0.99950,0.00249,1.3982,-0.44,-0.54,5.30,21239
2460356.571318,0.99869,0.00248,1.3990,-1.33,-0.59,5.07,23975
2460356.571423,1.00350,0.00249,1.3998,-2.99,-0.51,5.13,25190
2460356.571528,0.99769,0.00248,1.4006,-3.69,0.15,5.67,20710
2460356.571633,0.99923,0.00249,1.4013,-3.29,0.06,4.92,22699
2460356.571738,0.99574,0.00248,1.4021,-1.32,-0.14,6.03,17292
2460356.571843,1.00504,0.00250,1.4029,-0.18,-0.17,5.43,23416
2460356.571948,0.99657,0.00249,1.4037,-0.85,0.29,5.83,20165
2460356.572053,0.99514,0.00248,1.4045,-1.37,0.08,4.67,25420
2460356.572158,0.99645,0.00249,1.4052,-2.58,1.03,5.56,21220
2460356.572263,0.99621,0.00248,1.4060,-2.59,0.75,5.09,26255
2460356.572368,0.99786,0.00249,1.4068,-1.88,-0.30,5.59,18662
2460356.572474,1.00030,0.00249,1.4076,-0.11,-0.53,4.88,24079
2460356.572579,1.00053,0.00250,1.4084,0.26,-0.39,5.42,21722
2460356.572685,0.99918,0.00249,1.4092,0.50,-0.16,5.38,23251
2460356.572790,1.00175,0.00250,1.4100,0.57,0.14,5.26,26181
2460356.572895,0.99844,0.00249,1.4108,0.98,0.16,5.13,24434
2460356.573000,1.00162,0.00250,1.4116,1.07,-0.56,5.81,20463
2460356.573106,0.99878,0.00249,1.4124,1.05,-0.20,4.76,26565
2460356.573211,0.99803,0.00249,1.4132,0.60,-0.77,5.38,22507
2460356.573316,1.00043,0.00250,1.4140,-0.84,-0.38,4.72,26087
2460356.573422,0.99969,0.00250,1.4148,-1.87,-0.03,5.03,21221
2460356.573527,0.99828,0.00250,1.4156,-1.51,0.13,5.65,23253
2460356.573632,1.00111,0.00250,1.4164,-0.36,-0.63,5.56,20105
2460356.573737,0.99665,0.00250,1.4172,1.12,-1.00,4.74,25854
2460356.573842,0.99966,0.00250,1.4180,0.09,-0.72,5.63,21874
2460356.573948,0.99946,0.00250,1.4188,-0.52,-0.62,5.43,23729
2460356.574053,0.99467,0.00249,1.4196,-1.06,-0.16,4.83,23396
2460356.574158,1.00211,0.00251,1.4204,-1.51,-0.17,5.11,24094
2460356.574263,0.99825,0.00249,1.4212,-1.55,0.12,5.30,24720
2460356.574368,1.00008,0.00251,1.4220,-0.98,0.78,5.02,24493
2460356.574473,1.00008,0.00251,1.4228,-0.81,0.94,5.06,24010
2460356.574579,1.00238,0.00251,1.4237,-0.47,1.53,5.14,23732
2460356.574684,0.99938,0.00251,1.4245,0.16,1.42,4.95,24804
2460356.574789,1.00069,0.00251,1.4253,1.16,1.56,5.29,24018
2460356.574895,1.00109,0.00251,1.4261,1.40,0.46,5.96,19700
2460356.575000,1.00282,0.00251,1.4269,1.82,-0.27,4.92,24149
2460356.575105,1.00432,0.00252,1.4278,2.49,-0.46,5.55,23269
2460356.575210,0.99954,0.00251,1.4286,1.49,0.02,5.11,25098
2460356.575316,0.99670,0.00251,1.4294,0.61,0.33,5.98,22105
2460356.575421,0.99997,0.00251,1.4302,0.45,0.65,4.61,27872
2460356.575526,0.99525,0.00250,1.4311,0.02,-0.26,5.71,20531
2460356.575631,0.99636,0.00250,1.4319,1.05,-0.83,4.72,26215
2460356.575736,1.00227,0.00252,1.4327,2.09,-0.55,5.04,25139
2460356.575841,0.99559,0.00251,1.4336,1.60,-0.50,5.13,25473
2460356.575947,1.00087,0.00252,1.4344,1.27,-0.41,5.67,22767
2460356.576052,0.99711,0.00251,1.4352,0.50,-0.10,4.86,27467
2460356.576157,0.99774,0.00252,1.4361,-0.56,-0.54,5.79,18730
2460356.576261,0.99879,0.00252,1.4369,-0.64,-0.23,5.19,24684
2460356.576366,0.99924,0.00253,1.4377,-0.86,-0.12,5.54,21050
2460356.576471,0.99538,0.00251,1.4386,-0.20,0.06,5.17,22051
2460356.576576,0.99919,0.00253,1.4394,0.54,0.26,5.46,21052
2460356.576681,1.00065,0.00253,1.4403,1.20,0.45,5.34,21656
2460356.576787,0.99355,0.00251,1.4411,1.17,-0.19,5.62,21988
2460356.576891,0.99890,0.00252,1.4419,1.32,-1.13,5.35,23078
2460356.576996,0.99671,0.00252,1.4428,2.16,-0.54,5.51,20390
2460356.577101,1.00101,0.00253,1.4436,1.58,-0.46,5.09,24567
2460356.577206,0.99692,0.00252,1.4445,1.07,-0.45,5.83,21411
2460356.577311,0.99935,0.00253,1.4453,0.47,0.01,5.53,24727
2460356.577416,0.99424,0.00251,1.4462,-0.76,-0.51,5.23,23433
2460356.577522,0.99725,0.00252,1.4470,0.08,-1.15,5.11,25284
2460356.577627,0.99756,0.00252,1.4479,1.58,-0.69,5.50,22755
2460356.577732,0.99847,0.00253,1.4488,2.04,-0.66,5.48,23786
2460356.577837,0.99880,0.00253,1.4496,1.23,-0.13,4.88,25405
2460356.577943,1.00018,0.00253,1.4505,0.82,-0.09,5.18,26292
2460356.578048,0.99377,0.00252,1.4512,-0.67,-0.64,5.70,21567
2460356.578153,0.99937,0.00253,1.4521,-0.77,-0.43,5.19,25181
2460356.578258,0.99559,0.00253,1.4531,-0.74,-0.01,4.70,26859
2460356.578363,0.99958,0.00253,1.4539,-0.47,-0.12,4.71,25734
2460356.578468,1.00161,0.00254,1.4548,-0.49,-0.26,5.21,22895
2460356.578573,0.99661,0.00253,1.4557,0.17,0.15,5.31,25021
2460356.578679,0.99986,0.00254,1.4565,0.69,-0.11,5.38,21848
2460356.578784,1.00014,0.00254,1.4574,1.72,-0.49,4.76,26061
2460356.578889,0.99698,0.00254,1.4583,2.87,0.09,5.44,19180
2460356.578994,0.99849,0.00254,1.4592,3.54,0.05,5.42,22209
2460356.579099,1.00160,0.00255,1.4599,2.77,0.64,4.92,24500
2460356.579205,1.00251,0.00255,1.4609,2.41,1.07,5.29,21719
2460356.579310,1.00132,0.00255,1.4618,-0.67,-0.17,7.47,14206
2460356.579415,0.99587,0.00254,1.4627,-1.74,-0.75,5.30,21741
2460356.579520,0.99484,0.00253,1.4635,-0.81,-0.39,5.04,25796
2460356.579626,0.99864,0.00255,1.4644,0.21,-0.35,5.10,21602
2460356.579731,0.99807,0.00254,1.4653,-0.09,0.02,4.91,26211
2460356.579836,0.99716,0.00254,1.4662,-1.17,0.17,5.06,24555
2460356.579942,1.00266,0.00255,1.4671,-1.79,-0.03,5.05,24414
2460356.580046,0.99754,0.00254,1.4679,-2.85,-0.94,4.81,27379
2460356.580152,1.00164,0.00255,1.4689,-3.70,-0.54,5.42,24164
2460356.580257,0.99610,0.00254,1.4698,-4.46,-0.22,5.02,24016
2460356.580362,0.99910,0.00255,1.4707,-4.21,0.11,4.97,26025
2460356.580467,0.99703,0.00254,1.4716,-3.74,0.64,4.68,25919
2460356.580572,1.00214,0.00256,1.4724,-1.19,-0.30,7.51,16878
2460356.580678,0.99874,0.00255,1.4733,1.44,-0.61,5.36,22547
2460356.580783,0.99951,0.00256,1.4742,2.56,-0.77,5.48,23715
2460356.580888,0.99644,0.00255,1.4751,3.82,-0.19,5.00,24264
2460356.580994,0.99978,0.00256,1.4761,3.51,-0.39,5.28,21996
2460356.581099,1.00182,0.00256,1.4770,2.26,0.28,5.12,23764
2460356.581204,0.99560,0.00255,1.4779,-0.75,-0.39,6.84,16288
2460356.581309,0.99286,0.00255,1.4788,-2.46,-0.78,5.16,25539
2460356.581414,0.99118,0.00254,1.4797,-2.16,-0.54,4.91,24959
2460356.581520,0.99377,0.00255,1.4806,-1.38,-0.51,5.06,23852
2460356.581624,0.99775,0.00256,1.4815,-1.26,0.11,5.56,20650
2460356.581730,1.00190,0.00258,1.4824,-1.21,0.15,5.56,21291
2460356.581835,0.99460,0.00255,1.4833,-0.83,0.02,5.47,20382
2460356.581940,0.99794,0.00257,1.4842,-0.83,-0.65,5.80,20902
2460356.582045,0.99670,0.00256,1.4852,-1.28,-0.01,5.14,19860
2460356.582150,0.99418,0.00256,1.4861,-1.15,0.10,4.91,22016
2460356.582255,1.00319,0.00258,1.4870,-0.02,0.11,6.00,16428
2460356.582360,0.99735,0.00257,1.4879,-0.02,0.34,5.34,18966
2460356.582465,0.99398,0.00256,1.4887,0.38,-0.08,5.08,20782
2460356.582570,0.99672,0.00257,1.4898,0.15,-0.52,4.99,23441
2460356.582675,0.99527,0.00257,1.4907,0.54,-0.02,5.54,19425
2460356.582781,1.00006,0.00258,1.4916,1.39,-0.06,5.75,20244
2460356.582885,0.99551,0.00256,1.4926,1.25,-0.13,5.06,20342
2460356.582990,0.99261,0.00256,1.4935,0.87,0.14,5.83,21298
2460356.583095,0.99672,0.00257,1.4944,-1.32,-0.32,5.67,18564
2460356.583200,0.99445,0.00256,1.4954,-3.58,-0.65,5.53,20870
2460356.583305,1.00302,0.00258,1.4963,-4.14,-0.18,5.30,22006
2460356.583409,0.99731,0.00257,1.4972,-3.44,-0.19,4.87,24087
2460356.583514,0.99839,0.00258,1.4982,-2.24,0.42,4.82,25284
2460356.583619,0.99660,0.00257,1.4991,-2.67,0.54,4.99,24231
2460356.583724,0.99373,0.00257,1.5000,-2.05,-0.26,6.06,16613
2460356.583829,0.99843,0.00259,1.5010,-1.97,-0.59,5.49,21819
2460356.583933,1.00149,0.00259,1.5019,-2.18,-0.28,5.07,22676
2460356.584039,1.00073,0.00259,1.5029,-1.96,-0.62,5.78,21162
2460356.584144,0.99415,0.00258,1.5038,-1.93,-0.02,5.17,20716
2460356.584250,0.99383,0.00257,1.5048,-0.89,0.26,5.25,23476
2460356.584355,0.99912,0.00258,1.5056,0.66,-0.23,5.14,22351
2460356.584460,0.99601,0.00258,1.5066,1.08,-1.21,5.10,20493
2460356.584565,1.00000,0.00259,1.5076,1.28,-0.78,5.30,19959
2460356.584670,0.99481,0.00259,1.5086,1.60,-0.25,6.13,16298
2460356.584776,0.99994,0.00260,1.5095,2.19,-0.41,4.92,23368
2460356.584881,0.99296,0.00258,1.5104,1.99,-0.15,5.44,20181
2460356.584986,0.99907,0.00260,1.5114,-1.14,-0.38,6.64,14755
2460356.585091,0.99231,0.00258,1.5125,-3.78,0.09,5.14,21185
2460356.585197,1.00047,0.00261,1.5134,-5.29,-0.09,5.56,17693
2460356.585302,0.99566,0.00259,1.5144,-5.64,0.40,5.00,22300
2460356.585407,0.99675,0.00259,1.5154,-3.95,0.80,5.13,23220
2460356.585512,0.99690,0.00259,1.5163,-3.53,0.98,4.88,24083
2460356.585618,0.99587,0.00260,1.5173,-2.06,0.03,6.31,14769
2460356.585723,0.99778,0.00260,1.5183,-1.30,-0.42,5.71,19220
2460356.585828,0.99572,0.00259,1.5193,-0.96,-0.09,4.81,24084
2460356.585933,0.99765,0.00260,1.5201,-0.45,0.28,5.53,20539
2460356.586038,0.99454,0.00260,1.5212,-0.72,0.56,5.32,21203
2460356.586143,0.99825,0.00260,1.5222,-0.14,0.43,5.12,23207
2460356.586248,0.99732,0.00260,1.5232,0.54,-0.15,5.69,20705
2460356.586353,0.99982,0.00261,1.5241,1.34,-0.71,5.38,23033
2460356.586458,0.99767,0.00261,1.5250,1.46,-0.26,5.22,20565
2460356.586564,0.99863,0.00261,1.5260,1.81,-0.32,4.66,21064
2460356.586669,0.99014,0.00259,1.5270,2.23,-0.04,5.28,21234
