BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460356.586774,0.99889,0.00261,1.5280,3.37,-0.34,5.27,20184
2460356.586879,0.99622,0.00261,1.5290,0.30,-0.39,7.84,13987
2460356.586984,0.99345,0.00260,1.5301,-2.73,-0.47,4.95,25065
2460356.587089,1.00117,0.00261,1.5311,-4.25,-0.04,4.78,24177
2460356.587194,0.99750,0.00260,1.5321,-5.15,0.02,4.96,23886
2460356.587299,0.99302,0.00260,1.5331,-4.41,0.47,5.56,21718
2460356.587404,0.99625,0.00261,1.5340,-2.80,0.64,5.03,28181
2460356.587509,0.99265,0.00260,1.5351,-1.32,0.07,6.05,16509
2460356.587615,0.99376,0.00260,1.5361,0.00,-0.35,4.98,24352
2460356.587720,0.99871,0.00262,1.5370,-0.05,-0.28,5.20,23448
2460356.587825,0.99831,0.00262,1.5380,0.09,0.28,5.39,22607
2460356.587930,0.99908,0.00262,1.5390,0.35,0.33,4.97,24023
2460356.588036,0.99620,0.00261,1.5400,1.19,0.85,4.69,25899
2460356.588140,0.99563,0.00262,1.5411,1.32,-0.20,6.05,17954
2460356.588245,0.99906,0.00262,1.5421,2.00,-0.68,5.43,22492
2460356.588351,0.99499,0.00262,1.5431,1.76,-0.21,5.02,22073
2460356.588456,0.99882,0.00263,1.5441,2.44,-0.19,5.77,20758
2460356.588561,0.99368,0.00261,1.5451,3.04,-0.06,5.45,23609
2460356.588666,1.00051,0.00263,1.5462,3.58,0.30,5.42,23400
2460356.588771,0.99539,0.00262,1.5472,0.60,-0.40,7.54,15715
2460356.588876,1.00028,0.00263,1.5483,-2.72,-0.71,5.52,20238
2460356.588981,0.99874,0.00263,1.5493,-3.36,-0.99,5.30,21603
2460356.589192,0.99752,0.00264,1.5514,-6.28,0.30,5.90,16295
2460356.589297,0.99240,0.00262,1.5523,-4.90,0.75,5.41,19435
2460356.589402,0.99897,0.00264,1.5534,-1.13,-0.39,7.77,13477
2460356.589507,0.99916,0.00264,1.5545,-0.26,-0.42,5.06,20323
2460356.589612,0.99604,0.00263,1.5556,-0.48,-0.91,4.86,24352
2460356.589717,0.99937,0.00264,1.5565,-0.38,-1.06,5.94,20007
2460356.589823,0.99399,0.00263,1.5575,-1.09,0.00,5.18,21099
2460356.589928,0.99799,0.00264,1.5586,-1.36,0.70,5.28,21299
2460356.590033,0.98990,0.00264,1.5597,-0.86,0.04,6.18,13586
2460356.590138,0.99954,0.00265,1.5607,1.43,-1.26,5.13,21904
2460356.590242,1.00187,0.00265,1.5617,0.97,-0.82,5.42,20529
2460356.590348,0.99554,0.00264,1.5628,1.26,-0.19,5.20,22593
2460356.590453,0.99380,0.00264,1.5638,0.36,0.27,5.04,22794
2460356.590558,0.99363,0.00264,1.5649,1.39,0.29,5.67,21547
2460356.590663,0.99891,0.00265,1.5659,0.57,-0.23,5.98,16489
2460356.590768,0.99625,0.00265,1.5670,0.70,-0.41,5.54,19307
2460356.590873,0.99767,0.00266,1.5681,-1.78,0.33,5.50,16312
2460356.590978,0.99917,0.00266,1.5692,-3.39,0.47,5.31,18863
2460356.591399,1.00064,0.00266,1.5734,0.55,-0.84,5.40,19381
2460356.591504,0.99710,0.00265,1.5745,-0.15,-0.70,5.58,19720
2460356.591609,0.99745,0.00266,1.5755,-0.71,-0.38,5.41,20287
2460356.591714,0.99278,0.00265,1.5766,-0.74,-0.17,5.85,17665
2460356.591819,0.98911,0.00265,1.5777,-1.34,-0.02,6.14,15806
2460356.591924,0.99668,0.00266,1.5789,-0.60,-0.21,5.66,17594
2460356.592030,0.99055,0.00265,1.5799,-0.07,-0.09,5.31,21879
2460356.592135,0.99956,0.00266,1.5809,0.16,0.08,5.04,24743
2460356.592240,0.99751,0.00267,1.5820,-0.28,-0.12,5.90,17825
2460356.592766,0.99315,0.00266,1.5875,1.30,-1.00,5.67,19380
2460356.593081,0.99662,0.00267,1.5908,-1.49,-0.16,5.34,19605
2460356.593186,0.99729,0.00268,1.5919,-0.60,-0.85,6.00,15969
2460356.593396,0.99707,0.00268,1.5941,0.12,-0.60,6.10,18170
2460356.593501,0.99559,0.00267,1.5952,-0.75,-0.05,5.15,21382
2460356.593606,0.99407,0.00268,1.5963,-1.26,0.57,5.34,20871
2460356.593711,0.99924,0.00268,1.5974,-1.09,0.09,5.60,18569
2460356.593817,0.99647,0.00268,1.5986,0.24,0.23,6.02,16781
2460356.593922,0.99660,0.00268,1.5997,0.92,0.07,5.10,19842
2460356.594027,1.00110,0.00270,1.6008,1.64,-0.08,6.07,17890
2460356.594132,0.99968,0.00269,1.6019,2.46,0.13,5.22,22079
2460356.594238,0.99964,0.00270,1.6030,2.63,0.93,5.75,19167
2460356.594659,1.00186,0.00270,1.6076,0.97,-0.82,5.68,19077
2460356.594764,1.00188,0.00271,1.6087,0.08,-0.42,5.86,19836
2460356.594869,1.00351,0.00271,1.6098,-1.15,-0.27,5.38,19600
2460356.594974,0.99582,0.00270,1.6110,-2.04,-0.26,5.65,17752
2460356.595079,0.99763,0.00270,1.6121,-1.90,-0.24,5.81,17591
2460356.595184,0.99496,0.00270,1.6133,0.17,-0.42,5.75,19287
2460356.595289,0.99140,0.00269,1.6144,-0.08,0.13,5.55,18894
2460356.595394,0.99539,0.00269,1.6155,-0.56,0.41,4.86,23166
2460356.595499,1.00082,0.00271,1.6167,-0.42,0.67,5.02,22701
2460356.595604,0.99252,0.00269,1.6178,-0.80,1.25,5.17,21861
2460356.595709,0.99859,0.00271,1.6190,-0.73,-0.27,5.90,17582
2460356.595814,0.99410,0.00269,1.6201,0.31,-1.01,4.92,23653
2460356.595919,0.99380,0.00270,1.6213,0.18,-0.11,5.22,22294
2460356.596025,1.00015,0.00271,1.6225,1.65,0.14,5.35,21925
2460356.596130,0.99348,0.00269,1.6236,2.25,-0.03,5.20,25944
2460356.596235,1.00117,0.00273,1.6248,2.38,0.76,5.62,18894
2460356.596340,0.99883,0.00272,1.6260,1.25,-0.81,6.58,16862
2460356.596446,0.99742,0.00271,1.6271,1.58,-1.37,5.20,21414
2460356.596551,0.99889,0.00272,1.6283,2.31,-0.95,5.24,21263
2460356.596656,1.00172,0.00273,1.6295,1.44,-0.28,5.03,20975
2460356.596762,0.99465,0.00272,1.6306,-0.18,-0.07,5.43,18220
2460356.596867,0.99970,0.00273,1.6318,-0.83,0.05,5.50,20080
2460356.596972,0.99772,0.00272,1.6330,-1.85,-0.22,5.56,20102
2460356.597077,0.99165,0.00271,1.6342,-0.31,-0.53,5.42,20443
2460356.597182,0.99453,0.00271,1.6353,0.96,-0.33,4.83,25704
2460356.597287,0.99280,0.00271,1.6365,1.41,0.21,5.42,23368
2460356.597392,0.99896,0.00273,1.6377,0.88,0.58,5.24,20185
2460356.597497,0.99481,0.00272,1.6389,1.13,1.03,5.66,20562
2460356.597602,0.99978,0.00273,1.6401,1.02,-0.90,6.05,16898
2460356.597707,0.99795,0.00273,1.6413,-0.17,-1.05,4.88,22839
2460356.597813,0.99355,0.00272,1.6425,1.20,-0.95,5.36,20420
2460356.597918,1.00064,0.00274,1.6437,2.07,-0.10,5.30,22584
2460356.598023,0.99736,0.00274,1.6449,2.61,-0.15,5.25,20072
2460356.598128,1.00191,0.00275,1.6461,3.77,0.34,6.11,18520
2460356.598338,1.00280,0.00276,1.6485,1.12,-0.52,5.79,17626
2460356.598443,0.99600,0.00275,1.6497,1.12,-0.11,6.09,14684
2460356.598548,0.99465,0.00274,1.6509,1.39,-0.06,5.32,20239
2460356.598653,0.99235,0.00274,1.6521,-0.08,0.42,5.82,18158
2460356.598759,0.99156,0.00273,1.6533,-1.18,0.82,6.37,18345
2460356.598864,1.00283,0.00276,1.6546,-2.65,-0.18,5.64,17512
2460356.598969,0.99366,0.00274,1.6558,-2.11,-0.97,5.82,17818
2460356.599074,0.99659,0.00274,1.6570,-1.45,-0.86,5.32,20904
2460356.599179,1.00086,0.00276,1.6582,-1.00,-0.26,5.01,20237
2460356.599285,0.99972,0.00276,1.6594,-1.16,0.02,5.40,20619
2460356.599390,0.99830,0.00276,1.6607,-0.81,0.60,4.96,21760
2460356.599495,1.00156,0.00277,1.6619,-0.71,0.19,5.56,18723
2460356.599600,0.99513,0.00276,1.6631,0.56,-0.17,5.90,19268
2460356.599706,0.99212,0.00275,1.6644,0.85,-0.28,5.35,18536
2460356.599811,0.99557,0.00276,1.6656,1.87,0.58,5.66,18373
2460356.600232,0.99860,0.00277,1.6706,0.71,-1.56,5.84,19518
2460356.600337,0.99582,0.00276,1.6718,0.82,-1.40,5.45,20858
2460356.600442,0.99458,0.00276,1.6731,1.07,-0.44,5.33,20640
2460356.600547,0.99726,0.00277,1.6742,0.53,-0.56,4.88,24814
2460356.600652,0.99708,0.00276,1.6756,-1.11,0.16,4.93,19997
2460356.600757,0.99735,0.00277,1.6769,-2.52,-0.57,5.58,19600
2460356.600862,1.00198,0.00279,1.6781,-3.12,-0.44,5.99,15316
2460356.600968,0.99440,0.00277,1.6794,-3.38,-0.60,5.58,18155
2460356.601072,0.99512,0.00278,1.6806,-2.25,-0.44,5.63,19233
2460356.601177,1.00101,0.00279,1.6819,-2.05,0.03,5.72,19005
2460356.601282,0.99304,0.00279,1.6832,-2.88,0.04,6.15,15641
2460356.601388,1.00195,0.00279,1.6845,-0.74,-0.14,5.46,18074
2460356.601493,0.99640,0.00279,1.6856,0.05,-0.96,5.13,20497
2460356.601598,0.99949,0.00279,1.6870,0.54,-0.08,5.25,20717
2460356.601703,0.99954,0.00279,1.6883,0.95,0.49,5.40,20475
2460356.601808,0.99392,0.00278,1.6896,2.21,0.87,6.04,16777
2460356.601913,0.99720,0.00279,1.6907,2.86,1.27,5.82,17933
2460356.602124,0.99842,0.00280,1.6934,1.59,-1.31,5.54,19286
2460356.602228,1.00316,0.00280,1.6947,1.71,-1.36,5.21,23450
2460356.602334,0.99451,0.00279,1.6960,2.05,-0.64,5.26,21158
2460356.602439,0.99796,0.00281,1.6972,2.38,-0.67,5.66,18707
2460356.602544,0.99466,0.00280,1.6986,1.50,-0.25,6.00,17238
2460356.602650,1.00235,0.00281,1.6999,-1.12,0.22,6.35,19226
2460356.602755,0.99602,0.00279,1.7012,-3.00,0.62,5.00,23626
2460356.602860,1.00083,0.00281,1.7025,-3.76,1.02,5.20,21243
2460356.602965,0.99562,0.00281,1.7037,-3.59,1.28,5.45,19942
2460356.603071,0.99365,0.00280,1.7051,-2.80,1.48,5.44,20433
2460356.603176,0.99870,0.00281,1.7065,-4.03,1.77,5.46,20741
2460356.603281,1.00250,0.00283,1.7078,-1.52,-0.21,7.19,15044
2460356.603387,1.00174,0.00282,1.7090,-0.23,-0.82,5.38,21841
2460356.603492,1.00265,0.00282,1.7104,0.56,-0.59,5.57,23399
2460356.603597,1.00263,0.00283,1.7117,0.60,0.48,5.53,21934
2460356.603702,0.99653,0.00282,1.7131,1.18,0.59,5.75,19590
2460356.603807,0.99471,0.00282,1.7142,1.62,0.16,6.09,15795
2460356.603912,0.99842,0.00281,1.7156,1.56,0.07,5.93,18640
2460356.604017,1.00029,0.00282,1.7171,1.24,-0.11,5.71,19402
2460356.604123,0.99870,0.00283,1.7184,1.83,0.27,5.68,19608
2460356.604227,1.00012,0.00284,1.7197,1.95,0.31,5.93,17513
2460356.604332,0.99594,0.00283,1.7209,3.07,0.96,5.49,19624
2460356.604437,0.99977,0.00283,1.7223,2.78,1.16,5.81,18736
2460356.604542,1.00361,0.00284,1.7236,0.06,0.17,7.66,15715
2460356.604647,0.99751,0.00282,1.7251,-2.09,-1.12,5.15,24148
2460356.604752,1.00299,0.00284,1.7265,-4.16,-0.74,5.75,22031
2460356.604858,1.00030,0.00284,1.7277,-4.69,0.24,5.31,19698
2460356.604963,0.99477,0.00283,1.7292,-3.41,0.20,6.05,17892
2460356.605068,0.99682,0.00284,1.7305,-4.14,-0.27,5.40,20112
2460356.605173,0.99768,0.00284,1.7319,-1.95,-0.00,5.43,16841
2460356.605278,0.99441,0.00283,1.7331,-0.59,-0.29,5.64,21853
2460356.605383,0.99416,0.00283,1.7345,-0.01,0.60,5.43,23748
2460356.605488,0.99806,0.00285,1.7359,0.60,0.50,5.61,21004
2460356.605593,0.99993,0.00285,1.7374,0.63,1.46,5.42,20320
2460356.605699,0.99315,0.00284,1.7386,1.90,1.40,5.40,20512
2460356.605804,0.99857,0.00286,1.7400,1.73,0.18,6.63,15585
2460356.605909,0.99515,0.00285,1.7414,1.30,-0.05,5.67,18858
2460356.606014,1.00700,0.00288,1.7429,1.86,0.03,5.64,19196
2460356.606119,0.99568,0.00285,1.7443,1.49,0.61,5.59,17993
2460356.606225,0.99919,0.00286,1.7455,2.08,0.66,5.51,18711
2460356.606330,1.00302,0.00287,1.7469,2.67,0.83,5.47,19157
2460356.606435,0.99276,0.00286,1.7483,0.71,0.35,7.34,13900
2460356.606540,1.00306,0.00287,1.7498,-1.79,-0.47,6.14,17867
2460356.606645,0.99482,0.00286,1.7512,-3.46,0.37,5.63,19380
2460356.606751,0.99316,0.00286,1.7525,-4.15,0.48,6.13,16926
2460356.606856,0.99094,0.00285,1.7539,-3.46,0.89,5.55,19344
2460356.606961,0.99862,0.00287,1.7554,-3.08,1.40,5.75,20727
2460356.607066,0.99549,0.00286,1.7569,-1.77,-0.23,6.93,14152
2460356.607171,0.99720,0.00287,1.7581,-1.35,-0.67,5.68,19240
2460356.607276,1.00036,0.00289,1.7595,-1.34,-0.31,5.33,19497
2460356.607381,1.00300,0.00289,1.7609,-0.96,-0.37,5.38,21081
2460356.607486,0.99776,0.00288,1.7625,-0.89,0.56,5.66,17848
2460356.607592,0.99448,0.00287,1.7640,-0.70,1.01,5.40,20647
2460356.607697,0.99906,0.00288,1.7654,0.57,-0.51,5.81,17295
2460356.607802,1.00268,0.00289,1.7666,1.24,-0.63,5.46,21125
2460356.607907,0.99829,0.00289,1.7681,1.74,-0.08,5.68,20327
2460356.608012,1.00393,0.00290,1.7697,2.06,0.12,5.69,17647
2460356.608117,1.00458,0.00290,1.7711,2.20,0.06,5.92,20517
2460356.608222,0.99986,0.00289,1.7724,3.32,1.18,5.72,21357
2460356.608432,1.00644,0.00292,1.7754,-0.10,-0.78,6.65,13273
2460356.608537,1.00264,0.00291,1.7769,-0.74,-0.35,5.96,18033
2460356.608643,1.00261,0.00291,1.7783,-1.94,-0.06,5.12,20961
2460356.608748,1.00000,0.00291,1.7796,-2.10,0.46,6.17,16084
2460356.608854,1.00230,0.00291,1.7811,-0.71,0.77,5.52,20616
2460356.608958,0.99624,0.00290,1.7825,0.40,-0.35,5.43,20510
2460356.609063,0.99172,0.00289,1.7840,-0.29,-0.26,5.07,21446
2460356.609169,0.99930,0.00291,1.7855,-0.20,0.10,5.51,19006
2460356.609274,0.99761,0.00291,1.7869,-0.26,0.15,5.14,22220
2460356.609379,0.99699,0.00291,1.7884,-0.30,0.71,6.03,18001
2460356.609484,0.99955,0.00292,1.7899,-1.05,1.08,5.37,17673
2460356.609590,0.99998,0.00293,1.7915,-0.68,0.53,6.07,15339
2460356.609695,0.99787,0.00292,1.7928,0.44,-1.23,6.02,17447
2460356.609800,1.00166,0.00293,1.7943,1.32,-0.69,5.58,18809
2460356.609905,0.99856,0.00292,1.7958,1.41,-0.43,5.28,21333
2460356.610010,1.00392,0.00294,1.7973,1.59,-0.29,5.87,17794
2460356.610115,1.00425,0.00294,1.7988,2.37,0.13,5.47,20386
2460356.610220,0.99984,0.00293,1.8003,1.50,-0.43,6.46,16772
2460356.610325,0.99881,0.00294,1.8018,0.80,-0.51,5.58,17798
2460356.610430,0.99860,0.00293,1.8033,0.47,-0.34,5.83,21448
2460356.610535,0.99721,0.00294,1.8048,-0.68,0.23,5.95,17317
2460356.610640,1.00208,0.00294,1.8063,-1.76,0.37,5.82,18224
2460356.610746,1.00029,0.00294,1.8078,-2.24,1.23,5.81,21146
2460356.610851,1.00712,0.00296,1.8093,0.43,-0.69,6.59,14990
2460356.610956,1.00128,0.00295,1.8108,0.40,-0.93,5.54,21060
2460356.611061,0.99896,0.00295,1.8123,-0.43,-0.01,5.59,20551
2460356.611166,1.00134,0.00296,1.8138,-1.32,0.06,5.49,17969
2460356.611271,1.00005,0.00296,1.8154,-1.00,-0.01,6.16,16504
2460356.611376,0.99404,0.00295,1.8169,-1.09,1.03,5.91,17978
2460356.611481,1.00144,0.00297,1.8184,-0.28,-0.03,6.30,14530
2460356.611586,1.00167,0.00297,1.8199,-0.42,-0.65,6.03,17386
2460356.611691,0.99915,0.00297,1.8215,0.60,-0.22,5.86,16943
2460356.611797,1.00357,0.00297,1.8230,1.10,-0.16,5.31,19642
2460356.611902,0.99977,0.00297,1.8246,1.14,0.75,5.70,20961
2460356.612007,1.00373,0.00298,1.8261,1.64,0.94,5.55,18362
2460356.612112,1.00033,0.00298,1.8277,1.27,-0.28,6.30,15186
2460356.612217,0.99774,0.00298,1.8292,1.79,-1.80,5.59,18851
2460356.612428,1.00284,0.00298,1.8323,0.47,-0.13,5.90,19720
2460356.612533,0.99965,0.00298,1.8339,-0.35,-0.35,5.84,19937
2460356.612638,0.99890,0.00298,1.8354,-1.14,0.97,5.94,19163
2460356.612744,1.00522,0.00300,1.8370,-0.16,-0.23,5.98,16665
2460356.612954,0.99996,0.00298,1.8402,-0.87,0.09,5.42,19567
2460356.613059,1.00137,0.00299,1.8417,-1.83,0.47,5.84,17237
2460356.613165,1.00087,0.00300,1.8433,-2.91,1.13,5.09,19690
2460356.613269,0.99781,0.00299,1.8449,-3.01,1.22,5.63,19585
2460356.613375,1.00055,0.00301,1.8465,-1.82,0.12,7.15,13911
2460356.613480,0.99977,0.00301,1.8481,-1.37,-0.07,5.95,16876
2460356.613586,0.99906,0.00300,1.8497,-0.73,0.33,5.63,19334
2460356.613691,1.00213,0.00300,1.8513,-0.78,0.77,5.52,19897
2460356.613796,1.00428,0.00302,1.8529,0.20,0.67,6.12,18149
2460356.613901,0.99847,0.00300,1.8545,0.31,1.48,5.52,20809
2460356.614006,1.00107,0.00301,1.8561,0.51,0.12,6.33,15211
2460356.614112,1.00585,0.00303,1.8577,2.17,-1.38,5.98,16920
2460356.614217,0.99887,0.00301,1.8593,2.23,-0.61,5.96,18731
2460356.614322,1.00116,0.00302,1.8609,1.96,0.09,5.72,19392
2460356.614427,1.00365,0.00302,1.8625,2.24,-0.04,5.53,21441
2460356.614533,1.00297,0.00302,1.8642,0.40,0.49,5.31,23196
2460356.614638,1.00062,0.00302,1.8658,-0.35,-0.34,5.96,20063
2460356.614743,1.00077,0.00302,1.8674,-0.47,-0.32,5.40,21694
2460356.614848,1.00263,0.00303,1.8690,-0.17,0.18,5.54,21012
2460356.614953,1.00683,0.00305,1.8707,-0.64,0.49,5.40,21171
2460356.615058,0.99548,0.00302,1.8723,-1.08,0.75,5.53,20903
2460356.615164,0.99468,0.00302,1.8740,-0.36,1.30,5.74,17899
2460356.615269,1.00112,0.00304,1.8756,0.12,0.13,6.27,16317
2460356.615374,1.00249,0.00304,1.8772,0.11,-0.83,5.64,21618
2460356.615479,1.00444,0.00306,1.8789,1.00,-0.27,5.67,17889
2460356.615585,1.00265,0.00306,1.8806,1.89,0.40,5.81,17390
2460356.615690,1.00145,0.00305,1.8822,3.14,0.42,5.84,20588
2460356.615795,1.00662,0.00307,1.8839,3.10,0.66,6.05,17100
2460356.615900,0.99798,0.00306,1.8855,2.07,-0.36,6.64,13902
2460356.616004,1.00086,0.00307,1.8872,0.86,-0.07,5.80,16373
2460356.616109,1.00007,0.00307,1.8889,1.45,0.25,5.62,16521
2460356.616215,0.99975,0.00306,1.8905,1.39,0.58,5.97,17537
2460356.616320,1.00123,0.00307,1.8922,-0.12,1.15,6.26,17134
2460356.616425,0.99885,0.00307,1.8939,-1.98,1.41,6.50,16144
2460356.616530,0.99834,0.00308,1.8956,-1.97,0.30,6.02,14208
2460356.616636,0.99925,0.00307,1.8973,-1.22,-0.76,5.93,17455
2460356.616741,0.99819,0.00307,1.8990,0.57,-0.42,5.94,17280
2460356.616846,1.00288,0.00308,1.9007,0.01,0.66,5.57,18945
2460356.616952,1.00366,0.00308,1.9024,0.19,0.64,6.02,18031
2460356.617057,1.00161,0.00309,1.9041,-0.75,1.31,5.86,17321
2460356.617162,0.99556,0.00307,1.9058,-0.04,-0.29,6.17,15353
2460356.617267,1.00213,0.00309,1.9075,0.08,-1.03,6.05,16683
2460356.617372,1.00367,0.00310,1.9092,1.24,-0.33,5.82,17348
2460356.617478,1.00612,0.00310,1.9109,2.19,-0.00,5.39,19714
2460356.617583,1.00257,0.00311,1.9126,2.95,0.52,5.96,15996
2460356.617688,1.00142,0.00310,1.9144,3.62,0.36,5.89,15983
2460356.617793,1.00000,0.00310,1.9161,1.25,0.50,6.74,14600
2460356.617898,1.00193,0.00311,1.9178,0.94,0.02,5.47,19270
2460356.618003,0.99799,0.00311,1.9196,1.65,0.37,6.23,15630
2460356.618108,1.00364,0.00313,1.9213,1.28,1.00,5.82,16811
2460356.618213,1.00748,0.00314,1.9230,1.14,1.65,6.55,14708
2460356.618318,0.99847,0.00311,1.9248,-0.66,2.16,5.97,15719
2460356.618423,0.99759,0.00312,1.9265,-2.08,0.49,7.48,12304
2460356.618528,1.00127,0.00312,1.9283,-1.65,-1.03,5.94,16554
2460356.618634,0.99537,0.00310,1.9300,-1.35,-0.43,5.50,21542
2460356.618739,1.00043,0.00312,1.9318,-0.24,-0.17,5.49,19534
2460356.618844,1.00476,0.00314,1.9336,-0.72,0.27,5.59,18950
2460356.618949,1.00360,0.00314,1.9353,-0.55,0.85,6.27,16479
2460356.619055,0.99843,0.00312,1.9371,-0.97,-0.21,5.81,16483
2460356.619160,1.00283,0.00314,1.9389,-0.69,-0.67,5.26,21639
2460356.619265,1.00483,0.00314,1.9407,-0.20,-0.32,5.51,20098
2460356.619370,1.00003,0.00314,1.9424,-0.62,0.27,5.84,19336
2460356.619476,1.00124,0.00315,1.9440,0.36,0.78,6.02,17088
2460356.619581,1.00263,0.00316,1.9458,1.22,1.46,5.82,15504
2460356.619686,1.00489,0.00316,1.9478,1.06,0.08,6.04,15821
2460356.619791,1.00388,0.00316,1.9496,0.69,0.20,6.58,14506
2460356.619897,1.00606,0.00318,1.9512,1.31,-0.32,5.96,15512
2460356.620002,1.00435,0.00317,1.9530,2.15,0.18,5.91,16809
2460356.620107,1.00522,0.00317,1.9550,1.65,1.34,5.70,19576
2460356.620212,1.00144,0.00316,1.9568,0.30,1.11,5.75,18807
2460356.620317,1.00033,0.00316,1.9587,-1.13,0.07,6.54,15829
2460356.620423,0.99927,0.00317,1.9605,-3.19,0.10,6.33,15556
2460356.620528,0.99775,0.00317,1.9623,-3.11,0.48,6.27,15698
2460356.620633,1.00666,0.00320,1.9641,-1.97,0.85,5.45,16912
2460356.620738,1.00181,0.00318,1.9660,-1.47,1.07,6.29,16641
2460356.620843,1.00160,0.00318,1.9678,-1.13,1.79,6.04,18376
2460356.621054,0.99478,0.00317,1.9715,-1.21,-0.73,5.82,16650
2460356.621159,1.00284,0.00321,1.9733,-0.89,-1.05,6.43,14202
2460356.621264,1.00344,0.00320,1.9752,-0.86,-0.31,5.79,19028
2460356.621369,1.00294,0.00320,1.9770,0.06,0.23,6.33,17433
2460356.621579,0.99819,0.00321,1.9808,1.15,-0.15,6.71,13776
